1986,8,8.01,0.26,0.49,-7.6,6.9
1986,9,7.53,0.43,1.21,-5.2,7
1986,10,9.89,1.07,1.09,6.1,7
1986,11,11.77,1.77,1.15,-13.9,6.9
1986,12,13.39,1.69,0.39,-13.6,6.6
1987,1,15.2,1.49,-0.47,-6.3,6.6
1987,2,16.15,1.58,-0.69,-12.6,6.6
1987,3,15.99,1.68,-0.57,-16.6,6.6
1987,4,15.34,1.72,-1.11,-24.4,6.3
1987,5,13.8,1.18,-0.97,-21.6,6.3
1987,6,12.56,0.34,-1.65,-20.1,6.2
1987,7,9.98,1.4,-3.02,-18.6,6.1
1987,8,7.69,1.68,-3.24,-14,6
1987,9,7.47,1.49,-2.56,-11.2,5.9
1987,10,9.29,0.88,-1.45,-5.6,6
1987,11,11.5,1.08,-1.07,-1.4,5.8
1987,12,13.24,1.09,-2.02,-4.5,5.7
1988,1,13.72,0.76,-2.29,-1.1,5.7
1988,2,15.65,0.98,-1.82,-5,5.7
1988,3,16.16,0.92,-1.71,2.4,5.7
1988,4,15.23,0.76,-1.7,-1.3,5.4
1988,5,13.68,0.55,-1.94,10,5.6
1988,6,12.02,0.24,-2.27,-3.9,5.4
1988,7,10.03,0.11,-2.1,11.3,5.4
1988,8,7.9,-0.43,-1.61,14.9,5.6
1988,9,7.48,-0.46,-1.79,20.1,5.4
1988,10,9.47,0.08,-1.19,14.6,5.4
1988,11,11.67,0.14,-1.05,21,5.3
1988,12,13.78,-0.03,-0.41,10.8,5.3
1989,1,15.12,-0.82,-0.78,13.2,5.4
1989,2,15.58,-0.87,-0.33,9.1,5.2
1989,3,15.54,-0.64,-0.14,6.7,5
1989,4,14.46,0.17,-0.08,21,5.2
1989,5,12.98,0.09,0.41,14.7,5.2
1989,6,12.31,0.15,-0.02,7.4,5.3
1989,7,10.38,0.69,-0.33,9.4,5.2
1989,8,7.92,0.17,0.78,-6.3,5.2
1989,9,7.03,0.11,1,5.7,5.3
1989,10,9.52,-0.09,0.9,7.3,5.3
1989,11,11.48,-0.41,1.15,-2,5.4
1989,12,13.47,0.1,1.31,-5,5.4
1990,1,14.95,-0.01,1.13,-1.1,5.4
1990,2,15.6,-0.63,-0.15,-17.3,5.3
1990,3,15.9,-0.52,0.09,-8.5,5.2
1990,4,14.69,0.31,0.59,-0.5,5.4
1990,5,13.29,0.05,0.79,13.1,5.4
1990,6,11.68,0.11,0.49,1,5.2
1990,7,9.61,0.29,0.73,5.5,5.5
1990,8,6.82,0.15,0.26,-5,5.7
1990,9,6.23,0.14,0.92,-7.6,5.9
1990,10,9.36,-0.66,1.04,1.8,5.9
1990,11,11.3,-1.18,1.57,-5.3,6.2
1990,12,13.26,-1.47,2.01,-2.4,6.3
1991,1,14.46,-1.01,2.53,5.1,6.4
1991,2,15.28,-0.55,2.28,0.6,6.6
1991,3,15.52,-0.5,1.78,-10.6,6.8
1991,4,14.95,-0.87,0.86,-12.9,6.7
1991,5,13.51,-1,0.71,-19.3,6.9
1991,6,12.23,-1.59,0.5,-5.5,6.9
1991,7,9.67,-0.88,0,-1.7,6.8
1991,8,7.4,-0.1,-1.06,-7.6,6.9
1991,9,6.54,0.7,-0.93,-16.6,6.9
1991,10,9.16,0.73,0.68,-12.9,7
1991,11,11.1,0.9,1.69,-7.3,7
1991,12,13.16,0.25,0.88,-16.7,7.3
1992,1,14.72,0.47,0.08,-25.4,7.3
1992,2,15.53,0.47,0.15,-9.3,7.4
1992,3,15.5,0.52,0.67,-24.2,7.4
1992,4,14.72,0.81,0.57,-18.7,7.4
1992,5,13.25,1.22,1.19,0.5,7.6
1992,6,12.13,1.08,1.29,-12.8,7.8
1992,7,10.61,1.26,0.73,-6.9,7.7
1992,8,7.86,0.78,-0.43,1.4,7.6
1992,9,7.54,0.39,0.1,0.8,7.6
1992,10,9.6,0.97,0.47,-17.2,7.3
1992,11,11.85,1.22,0.76,-7.3,7.4
